BugId,CId,position,project
130338,251430,2,Eclipse_Platform_UI
127523,261630,11,Eclipse_Platform_UI
140697,215373,9,Eclipse_Platform_UI
34729,344556,1,Eclipse_Platform_UI
81598,317883,5,Eclipse_Platform_UI
120921,279174,5,Eclipse_Platform_UI
127861,265506,1,Eclipse_Platform_UI
150805,212109,3,Eclipse_Platform_UI
137310,248268,2,Eclipse_Platform_UI
84586,314772,5,Eclipse_Platform_UI
113557,288864,11,Eclipse_Platform_UI
127861,268464,1,Eclipse_Platform_UI
71640,301410,1,Eclipse_Platform_UI
127861,271218,1,Eclipse_Platform_UI
73027,322932,6,Eclipse_Platform_UI
55827,331959,10,Eclipse_Platform_UI
108624,291210,8,Eclipse_Platform_UI
58095,333234,7,Eclipse_Platform_UI
139511,245616,8,Eclipse_Platform_UI
105665,296259,8,Eclipse_Platform_UI
103299,282693,1,Eclipse_Platform_UI
108143,291414,10,Eclipse_Platform_UI
112490,289323,5,Eclipse_Platform_UI
160700,233682,4,Eclipse_Platform_UI
49005,339405,9,Eclipse_Platform_UI
137640,247146,7,Eclipse_Platform_UI
132101,253929,2,Eclipse_Platform_UI
